1.000000 -0.000000
0.975000  0.003576
0.950000  0.007039
0.925000  0.010396
0.900000  0.013650
0.875000  0.016807
0.850000  0.019868
0.825000  0.022837
0.800000  0.025715
0.775000  0.028504
0.750000  0.031204
0.725000  0.033816
0.700000  0.036337
0.675000  0.038766
0.650000  0.041100
0.625000  0.043336
0.600000  0.045470
0.575000  0.047497
0.550000  0.049409
0.525000  0.051200
0.500000  0.052862
0.475000  0.054384
0.450000  0.055756
0.425000  0.056965
0.400000  0.057998
0.375000  0.058838
0.350000  0.059467
0.325000  0.059865
0.300000  0.060007
0.275000  0.059866
0.250000  0.059408
0.225000  0.058593
0.200000  0.057373
0.175000  0.055687
0.150000  0.053451
0.125000  0.050554
0.100000  0.046828
0.075000  0.041999
0.050000  0.035547
0.025000  0.026147
0.000000  0.000000
0.025000 -0.026147
0.050000 -0.035547
0.075000 -0.041999
0.100000 -0.046828
0.125000 -0.050554
0.150000 -0.053451
0.175000 -0.055687
0.200000 -0.057373
0.225000 -0.058593
0.250000 -0.059408
0.275000 -0.059866
0.300000 -0.060007
0.325000 -0.059865
0.350000 -0.059467
0.375000 -0.058838
0.400000 -0.057998
0.425000 -0.056965
0.450000 -0.055756
0.475000 -0.054384
0.500000 -0.052862
0.525000 -0.051200
0.550000 -0.049409
0.575000 -0.047497
0.600000 -0.045470
0.625000 -0.043336
0.650000 -0.041100
0.675000 -0.038766
0.700000 -0.036337
0.725000 -0.033816
0.750000 -0.031204
0.775000 -0.028504
0.800000 -0.025715
0.825000 -0.022837
0.850000 -0.019868
0.875000 -0.016807
0.900000 -0.013650
0.925000 -0.010396
0.950000 -0.007039
0.975000 -0.003576
1.000000  0.000000
